,statistischer_Bezirk_Name,statistischer_Bezirk_Nr,Stichtag,Indikator,Einheit,Wert
5267,Lichtenhain Ort,51,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,222
5268,Lichtenhain Ort,51,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,153
5269,Lichtenhain Ort,51,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,90
5270,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1179
5271,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,588
5272,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,591
5273,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1149
5274,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,30
5275,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,128
5276,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,623
5277,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,180
5278,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,135
5279,Mühlenstraße,52,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,113
5280,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1620
5281,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,818
5282,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,802
5283,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1613
5284,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,7
5285,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,231
5286,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,340
5287,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,383
5288,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,330
5289,Lobeda-Altstadt,61,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,336
5290,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,10145
5291,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,4691
5292,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,5454
5293,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,9314
5294,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,831
5295,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1112
5296,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,3780
5297,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1268
5298,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1683
5299,Lobeda-West,62,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2302
5300,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,6290
5301,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,2988
5302,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,3302
5303,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,6039
5304,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,251
5305,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,619
5306,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2215
5307,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,913
5308,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1295
5309,Lobeda-Ost,63,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1248
5310,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,737
5311,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,378
5312,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,359
5313,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,729
5314,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,8
5315,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,130
5316,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,134
5317,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,164
5318,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,106
5319,Löbstedt Ort,71,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,203
5320,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,5524
5321,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,2548
5322,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,2976
5323,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,5447
5324,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,77
5325,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,525
5326,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,1131
5327,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,931
5328,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,713
5329,Nord II,72,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2224
5330,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2678
5331,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,1312
5332,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,1366
5333,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2608
5334,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,70
5335,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,404
5336,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,951
5337,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,523
5338,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,390
5339,Wenigenjena / Kernberge,81,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,410
5340,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,5792
5341,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,2746
5342,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,3046
5343,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,5515
5344,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,277
5345,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,736
5346,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2115
5347,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1159
5348,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,746
5349,Wenigenjena Ort,82,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1036
5350,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,5567
5351,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,2702
5352,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,2865
5353,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,5504
5354,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,63
5355,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,652
5356,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,1224
5357,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1160
5358,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1118
5359,Wenigenjena / Schlegelsberg,83,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1413
5360,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,11643
5361,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,5587
5362,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,6056
5363,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,11389
5364,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,254
5365,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,1140
5366,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,3694
5367,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,2218
5368,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,2322
5369,Winzerla,90,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,2269
5370,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,576
5371,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,289
5372,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,287
5373,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,574
5374,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5375,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,60
5376,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,121
5377,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,131
5378,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,126
5379,Wöllnitz,100,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,138
5380,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,397
5381,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,202
5382,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,195
5383,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,394
5384,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,3
5385,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,53
5386,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,99
5387,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,80
5388,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,87
5389,Ziegenhain Ort,111,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,78
5390,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2309
5391,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,1100
5392,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,1209
5393,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2288
5394,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,21
5395,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,347
5396,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,603
5397,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,448
5398,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,435
5399,Ziegenhainer Tal,112,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,476
5400,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,2717
5401,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,1364
5402,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,1353
5403,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,2560
5404,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,157
5405,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,487
5406,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,701
5407,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,746
5408,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,440
5409,Zwätzen,120,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,343
5410,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,7073
5411,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,3284
5412,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,3789
5413,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,6747
5414,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,326
5415,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,597
5416,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,2320
5417,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,1059
5418,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,1847
5419,Drackendorf / Lobeda-Ost,131,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,1250
5420,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,788
5421,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,399
5422,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,389
5423,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,772
5424,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,16
5425,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,137
5426,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,144
5427,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,198
5428,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,197
5429,Drackendorf,132,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,112
5430,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,366
5431,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,178
5432,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,188
5433,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,364
5434,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5435,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,64
5436,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,78
5437,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,118
5438,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,75
5439,Ilmnitz,133,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,31
5440,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,367
5441,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,190
5442,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,177
5443,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,365
5444,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5445,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,45
5446,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,65
5447,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,87
5448,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,87
5449,Maua,141,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,83
5450,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,134
5451,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,67
5452,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,67
5453,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,134
5454,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5455,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,13
5456,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,36
5457,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,38
5458,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,28
5459,Leutra,142,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,19
5460,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,272
5461,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,150
5462,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,122
5463,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,271
5464,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5465,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,47
5466,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,55
5467,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,80
5468,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,50
5469,Münchenroda,151,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,40
5470,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,42
5471,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,24
5472,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,18
5473,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,42
5474,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5475,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,3
5476,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,4
5477,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,11
5478,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,17
5479,Remderoda,152,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,7
5480,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,114
5481,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,59
5482,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,55
5483,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,114
5484,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5485,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,10
5486,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,28
5487,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,25
5488,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,30
5489,Krippendorf,161,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,21
5490,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,103
5491,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,48
5492,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,55
5493,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,103
5494,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,0
5495,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,11
5496,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,19
5497,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,23
5498,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,29
5499,Vierzehnheiligen,162,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,21
5500,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,858
5501,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,439
5502,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,419
5503,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,849
5504,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,9
5505,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,144
5506,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,160
5507,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,213
5508,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,190
5509,Isserstedt,170,2008-12-31,Wohnberechtigte Bevölkerung 65 Jahre und darüber,Pers.,151
5510,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung (HW und NW) insgesamt,Pers.,1396
5511,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung männlich,Pers.,722
5512,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung weiblich,Pers.,674
5513,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung - Deutsche,Pers.,1365
5514,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung - Ausländer,Pers.,31
5515,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung 0 bis unter 18 Jahre,Pers.,202
5516,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung 18 bis unter 35 Jahre,Pers.,376
5517,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung 35 bis unter 50 Jahre,Pers.,332
5518,Cospeda,181,2008-12-31,Wohnberechtigte Bevölkerung 50 bis unter 65 Jahre,Pers.,323
